Martyna,Products,http://www.ubiq.co,Ubiq Analytics: MySQL Analytics &amp; Reporting made easy
Martyna,Products,https://www.droptask.com,DropTask: Visual task management application using D3 for visuals
Martyna,Products,https://bitdeli.com/,Bitdeli: Custom analytics with Python and GitHub
Martyna,Products,http://square.github.com/cube/,Cube: Time Series Data Collection &amp; Analysis
Martyna,Products,http://square.github.com/tesseract/,Fast Multidimensional Filtering for Coordinated Views
Martyna,Products,http://polychart.com/,Polychart: A browser-based platform for exploring data and creating charts
Martyna,Products,http://plot.io/,Plot.io (swallowed by Platfora)
Martyna,Products,http://chart.io/,Chart.io: The Easiest Business Dashboard You'll Ever Use
Martyna,Products,http://trisul.org/,Trisul Network Analytic
Martyna,Products,http://exploreanalytics.com/,Explore Analytics: cloud-based data analytics and visualization
Martyna,Products,http://meshu.io/,Meshu turns your places into beautiful objects.
Martyna,Products,http://www.simple.com/blog/Simple/announcing-reports,Reports for Simple
Martyna,Products,http://nodal.me/login,Nodal is a fun way to view your GitHub network graph
Martyna,Products,http://www.infocaptor.com,InfoCaptor Dashboards with D3 and canvas
Martyna,Products,https://www.moh.io/,Mohiomap: A Visual Memory for Evernote
Martyna,Products,http://mortgagebloom.com,MortgageBloom Calculator
Martyna,Store Apps,http://apps.microsoft.com/windows/en-us/app/presentation-next/57c55802-1bdd-48c9-bf8b-e9e3c24cf051,Presentation Next: A Windows 8 HTML5/SVG Presentation Builder
Martyna,Libraries,http://nickqizhu.github.com/dc.js/,Dc.js
Martyna,Libraries,http://nvd3.org/,NVD3
Martyna,Libraries,http://dimplejs.org/,Dimple
Martyna,Libraries,http://square.github.com/cubism/,Cubism.js: Time Series Visualization
Martyna,Libraries,http://square.github.com/crossfilter/,Crossfilter
Martyna,Libraries,https://github.com/shutterstock/rickshaw,Rickshaw: JavaScript toolkit for creating interactive real-time graphs
Martyna,Libraries,https://github.com/vogievetsky/DVL,Dynamic Visualization LEGO
Martyna,Libraries,http://tenxer.github.com/xcharts/,xCharts: a D3-based library for building custom charts and graphs
Martyna,Libraries,http://www.visualsedimentation.org/,"VisualSedimentation.js: visualizing streaming data, inspired by the process of physical sedimentation"
Martyna,Libraries,https://github.com/ignacioola/insights,Insights: Interactive Force Graph Component
Martyna,Libraries,http://sepans.com/sp/postes/lepracursor/,Lepracursor
Martyna,Libraries,http://iop.io/iopctrl,iopctrl.js: User interface controls and gauges
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/nuitblanche.html,La Nuit Blanche
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/percolate.html,Percolation model
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/markov.html,Markov processes
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/ca.html,Cellular automata
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/life.html,Game of life
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/polya.html,The Polya process
Martyna,Jerome Cukier,http://www.jeromecukier.net/projects/models/segregate.html,Schelling's segregation model
Martyna,Jason Davies,http://www.jasondavies.com/maps/antipodes/,Antipodes
Martyna,Jason Davies,http://www.jasondavies.com/maps/simplify/koch/,Quadratic Koch Island Simplification
Martyna,Jason Davies,http://www.jasondavies.com/maps/random-points/,Random Points on a Sphere
Martyna,Jason Davies,http://www.jasondavies.com/maps/simplify/,Topology-Preserving Geometry Simplification
Martyna,Jason Davies,http://www.jasondavies.com/duplicates/,Detecting Duplicates in O(1) Space and O(n) Time
Martyna,Jason Davies,http://www.jasondavies.com/factorisation-diagrams/,Factorisation Diagrams
